employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
71291,Procurement,region_26,Bachelors,m,other,2,35,3.0,3,0,0,69
56911,Finance,region_2,Bachelors,f,other,1,40,2.0,3,0,0,58
71804,Operations,region_2,Bachelors,f,sourcing,1,52,3.0,2,0,0,61
54362,Technology,region_22,Bachelors,m,referred,1,28,,1,0,0,81
15994,Legal,region_2,Below Secondary,f,other,1,27,4.0,2,0,0,54
14338,Technology,region_22,Bachelors,m,sourcing,2,35,1.0,8,0,0,78
49067,Sales & Marketing,region_31,Bachelors,m,sourcing,1,36,5.0,9,1,0,47
73296,Sales & Marketing,region_19,Bachelors,m,sourcing,1,29,2.0,5,0,0,49
33086,Sales & Marketing,region_13,Bachelors,f,other,2,31,1.0,5,0,0,51
56131,Sales & Marketing,region_2,Bachelors,m,other,1,31,4.0,4,1,0,46
62983,Sales & Marketing,region_7,Bachelors,m,other,1,33,4.0,10,0,0,49
32788,Legal,region_22,Bachelors,m,sourcing,1,27,3.0,2,0,0,59
30824,Analytics,region_2,,m,other,1,45,3.0,13,0,0,84
42204,Sales & Marketing,region_12,Bachelors,m,sourcing,1,40,3.0,7,0,0,49
9416,Technology,region_2,Bachelors,f,sourcing,1,45,3.0,4,1,0,78
74253,Operations,region_15,Bachelors,m,other,1,36,4.0,5,1,0,58
62570,Sales & Marketing,region_26,Bachelors,m,sourcing,1,49,3.0,8,0,0,49
28611,Sales & Marketing,region_19,Bachelors,m,sourcing,1,31,1.0,4,0,0,51
14317,Procurement,region_23,Bachelors,m,other,2,33,3.0,7,0,0,70
26837,Procurement,region_15,Bachelors,m,other,1,27,5.0,5,1,0,65
45074,Procurement,region_7,Bachelors,f,sourcing,1,24,2.0,2,0,0,73
71117,Sales & Marketing,region_26,Bachelors,f,other,1,28,,1,1,0,47
67595,Procurement,region_5,Masters & above,m,other,1,34,2.0,5,1,0,75
62202,Procurement,region_11,Bachelors,m,other,1,28,1.0,2,0,0,71
56484,Sales & Marketing,region_15,Bachelors,m,sourcing,1,28,4.0,5,0,0,47
73149,HR,region_2,Bachelors,f,other,1,38,4.0,4,0,0,50
55211,R&D,region_31,Bachelors,m,sourcing,1,30,1.0,3,0,0,84
77062,Procurement,region_2,Masters & above,f,other,1,53,3.0,13,0,0,66
2885,Sales & Marketing,region_23,Bachelors,m,sourcing,1,34,5.0,6,0,0,50
53411,Sales & Marketing,region_15,Bachelors,m,sourcing,1,25,,1,1,0,52
16991,Finance,region_2,Bachelors,f,other,1,38,3.0,9,0,0,69
4073,Technology,region_2,Bachelors,m,other,2,50,4.0,5,0,0,83
53542,Procurement,region_26,Bachelors,f,other,1,49,4.0,8,0,0,68
58936,Operations,region_4,Masters & above,f,sourcing,1,31,5.0,4,1,0,61
28313,Finance,region_2,Masters & above,m,other,1,41,3.0,7,1,0,57
20498,Technology,region_33,Bachelors,m,sourcing,1,51,2.0,4,0,0,76
23568,R&D,region_2,Masters & above,m,other,1,40,3.0,15,0,0,82
77391,Sales & Marketing,region_32,Bachelors,m,other,1,35,3.0,4,0,0,50
77314,Sales & Marketing,region_22,Masters & above,m,other,1,32,5.0,6,1,0,53
75938,Sales & Marketing,region_7,Bachelors,f,sourcing,1,30,2.0,5,0,0,61
330,Operations,region_7,Bachelors,f,sourcing,2,29,,1,1,0,59
2835,Legal,region_2,Bachelors,f,sourcing,1,33,1.0,5,0,0,56
59111,Sales & Marketing,region_31,Bachelors,m,other,1,24,4.0,2,1,0,48
6695,Sales & Marketing,region_4,Masters & above,f,sourcing,1,36,5.0,4,0,0,48
29732,Technology,region_13,Bachelors,m,other,1,37,3.0,3,0,0,78
54291,Technology,region_2,Masters & above,m,sourcing,1,48,1.0,14,0,0,78
23182,Finance,region_2,Bachelors,m,other,1,33,5.0,9,0,0,62
29016,Operations,region_19,Bachelors,f,other,1,41,5.0,5,1,0,60
43793,Technology,region_2,Masters & above,m,other,1,41,3.0,10,0,0,78
3574,Analytics,region_22,Masters & above,m,sourcing,1,33,3.0,7,0,0,87
14795,Procurement,region_26,Bachelors,f,other,1,54,4.0,9,1,0,69
38026,Technology,region_26,Masters & above,m,other,1,34,1.0,10,0,0,80
69124,Sales & Marketing,region_11,Bachelors,m,sourcing,1,30,1.0,6,1,0,49
47552,Analytics,region_7,Masters & above,m,sourcing,1,34,3.0,3,1,0,80
1910,Finance,region_22,Bachelors,m,other,1,39,3.0,5,0,0,64
42071,Finance,region_13,Bachelors,m,other,1,29,4.0,7,0,0,58
18917,Operations,region_32,Bachelors,m,sourcing,1,30,2.0,3,0,0,61
27522,Analytics,region_2,Bachelors,f,other,1,30,2.0,4,0,0,81
65544,Sales & Marketing,region_2,Bachelors,m,other,1,38,1.0,2,0,0,55
65291,Sales & Marketing,region_6,Bachelors,m,sourcing,1,25,1.0,2,0,0,49
53520,Operations,region_4,Bachelors,m,sourcing,1,29,3.0,3,0,0,57
36436,Finance,region_2,Bachelors,f,other,1,30,5.0,5,0,0,59
24713,Technology,region_22,Bachelors,m,sourcing,3,26,4.0,3,1,0,76
12221,HR,region_15,Bachelors,m,other,1,30,3.0,7,0,0,44
47682,Operations,region_22,Masters & above,f,other,1,49,3.0,2,0,0,62
69989,Technology,region_16,Bachelors,f,sourcing,1,27,3.0,3,0,0,81
1777,Sales & Marketing,region_32,Bachelors,m,other,1,27,3.0,2,0,0,45
77673,Sales & Marketing,region_2,Bachelors,m,other,2,58,1.0,6,0,0,46
62972,Sales & Marketing,region_16,Bachelors,f,sourcing,1,35,1.0,7,0,0,48
15363,Sales & Marketing,region_2,Bachelors,m,other,2,25,1.0,3,0,0,52
5590,Operations,region_2,Bachelors,f,other,2,34,5.0,6,0,0,62
69109,Procurement,region_20,Bachelors,f,other,1,28,2.0,4,0,0,69
3481,Procurement,region_5,Bachelors,f,other,1,30,1.0,5,0,0,71
44153,Procurement,region_30,Masters & above,m,sourcing,1,42,3.0,7,0,0,69
72365,Analytics,region_26,Bachelors,m,other,1,49,5.0,17,1,0,82
5845,Analytics,region_2,Bachelors,m,other,2,35,5.0,7,1,0,85
13022,Analytics,region_2,,m,sourcing,1,25,,1,0,0,92
15601,Procurement,region_2,Masters & above,f,referred,1,38,3.0,5,1,0,68
75657,Analytics,region_31,Bachelors,m,sourcing,1,27,5.0,4,1,0,89
48566,Finance,region_2,Bachelors,f,other,1,36,4.0,9,0,0,62
71927,Sales & Marketing,region_27,Bachelors,m,other,1,36,5.0,3,0,0,53
62805,Finance,region_7,Bachelors,m,sourcing,1,29,3.0,2,1,0,60
15182,Technology,region_14,Bachelors,f,other,1,39,3.0,4,0,0,80
68056,Analytics,region_2,Bachelors,f,sourcing,2,33,3.0,4,0,0,80
18805,Technology,region_22,Bachelors,m,sourcing,2,27,3.0,2,1,0,79
77599,Sales & Marketing,region_10,Bachelors,m,other,1,36,5.0,3,0,0,57
48156,Technology,region_17,Bachelors,m,other,1,28,5.0,5,1,1,89
59332,Operations,region_2,Bachelors,m,sourcing,1,33,3.0,5,0,0,57
874,Procurement,region_7,Masters & above,m,other,2,31,1.0,5,0,0,68
63826,Operations,region_4,Bachelors,m,sourcing,1,25,4.0,2,1,0,58
17159,Sales & Marketing,region_15,Bachelors,m,sourcing,2,32,3.0,3,0,0,44
4509,Sales & Marketing,region_15,Bachelors,f,other,1,39,3.0,7,0,0,48
36993,Technology,region_7,Bachelors,m,sourcing,2,25,,1,0,0,80
15934,Analytics,region_25,Masters & above,m,other,2,37,5.0,4,1,0,84
9438,Sales & Marketing,region_19,Bachelors,m,sourcing,1,35,3.0,7,0,0,49
33892,Sales & Marketing,region_2,Bachelors,m,other,1,38,2.0,6,0,0,49
22260,Sales & Marketing,region_2,Masters & above,f,other,1,46,1.0,6,0,0,51
58393,Sales & Marketing,region_25,Masters & above,m,sourcing,1,38,5.0,12,1,0,49
46206,Analytics,region_26,Bachelors,m,other,2,32,4.0,6,0,0,86
5726,Operations,region_15,Bachelors,f,other,1,32,3.0,6,1,0,57
76860,Sales & Marketing,region_15,Bachelors,m,sourcing,1,43,3.0,14,0,0,46
850,Technology,region_27,Below Secondary,m,other,1,25,5.0,2,0,0,89
15704,Operations,region_22,Masters & above,f,other,1,45,3.0,5,0,0,58
27077,Analytics,region_2,Bachelors,m,other,1,45,3.0,12,0,0,83
24271,Procurement,region_24,Bachelors,m,other,1,33,3.0,7,1,0,75
10414,Operations,region_22,Bachelors,f,sourcing,3,33,4.0,5,0,0,59
55487,Operations,region_22,Bachelors,m,other,2,40,5.0,9,1,0,60
655,Sales & Marketing,region_7,Bachelors,m,sourcing,2,31,4.0,5,0,0,51
10212,Procurement,region_2,Masters & above,f,sourcing,1,49,3.0,16,0,1,69
32288,Technology,region_26,Masters & above,f,sourcing,2,36,3.0,8,0,0,80
62257,Sales & Marketing,region_1,Masters & above,m,other,1,38,3.0,2,0,0,48
58208,Analytics,region_2,Bachelors,m,other,1,43,5.0,4,1,0,83
45605,Sales & Marketing,region_22,Masters & above,m,other,1,29,,1,1,1,46
5915,HR,region_22,Below Secondary,m,other,1,25,5.0,2,1,0,52
15626,Procurement,region_1,Bachelors,f,sourcing,1,32,3.0,10,0,0,70
10361,HR,region_2,Masters & above,m,other,1,37,5.0,9,1,0,53
11707,Procurement,region_2,Bachelors,f,other,1,28,,1,0,0,72
7887,Technology,region_5,Bachelors,m,other,1,38,3.0,4,0,0,80
63961,Operations,region_8,Bachelors,m,other,1,32,5.0,4,1,0,64
76538,Procurement,region_2,Bachelors,f,other,1,30,4.0,3,0,0,66
26037,Analytics,region_16,Bachelors,m,other,2,31,3.0,5,1,0,81
20682,Technology,region_2,Masters & above,m,other,1,58,3.0,17,0,0,77
55147,Sales & Marketing,region_1,Masters & above,m,other,2,32,3.0,5,1,0,48
677,Procurement,region_16,Bachelors,m,other,4,30,3.0,8,0,0,67
7768,Procurement,region_2,Masters & above,m,other,1,47,2.0,6,0,0,71
46339,Operations,region_34,Bachelors,m,other,1,30,3.0,2,1,0,58
63582,Procurement,region_2,Masters & above,m,sourcing,1,46,3.0,12,0,0,68
19668,Operations,region_9,Bachelors,m,other,1,28,3.0,4,1,0,63
17053,R&D,region_26,Bachelors,m,sourcing,1,35,5.0,6,1,0,80
25944,Operations,region_26,Bachelors,m,other,1,34,3.0,4,1,0,59
45189,Sales & Marketing,region_22,Bachelors,m,referred,1,29,4.0,3,0,0,51
9784,Procurement,region_2,Masters & above,f,sourcing,2,54,3.0,5,0,0,71
78101,Operations,region_6,Bachelors,f,other,1,24,5.0,2,1,0,64
6537,Procurement,region_13,Bachelors,f,sourcing,1,29,5.0,2,1,0,67
57880,Finance,region_2,Bachelors,f,sourcing,1,35,3.0,3,1,0,58
73862,Technology,region_17,Bachelors,m,sourcing,1,30,3.0,6,0,0,81
73247,Sales & Marketing,region_16,Bachelors,f,sourcing,1,34,1.0,4,0,0,49
23098,Analytics,region_21,Bachelors,m,other,1,33,4.0,7,0,0,87
62481,Technology,region_7,Masters & above,f,sourcing,1,41,3.0,7,0,0,78
71269,Analytics,region_22,Bachelors,m,other,2,28,4.0,5,0,0,90
35761,Procurement,region_5,Bachelors,m,other,1,40,2.0,9,0,0,70
44133,Sales & Marketing,region_31,Bachelors,m,other,2,38,4.0,11,0,0,53
52831,Procurement,region_26,Bachelors,m,sourcing,1,40,4.0,11,1,0,68
66539,HR,region_2,Masters & above,f,other,1,53,3.0,8,0,0,51
29040,Procurement,region_17,Bachelors,f,other,5,34,3.0,2,1,1,66
71202,Technology,region_26,Masters & above,m,sourcing,1,47,1.0,5,0,0,79
36879,Sales & Marketing,region_28,Bachelors,f,other,1,28,5.0,2,1,0,51
38093,Operations,region_2,Bachelors,m,sourcing,1,57,5.0,29,0,0,57
13767,Technology,region_2,Bachelors,f,sourcing,1,28,3.0,6,1,0,76
55204,Operations,region_20,Bachelors,m,other,1,41,5.0,12,0,0,67
52921,Analytics,region_2,Bachelors,m,sourcing,1,40,1.0,5,0,0,78
55928,Sales & Marketing,region_13,Bachelors,m,other,1,46,5.0,16,1,0,51
31472,Sales & Marketing,region_14,Bachelors,f,other,1,41,3.0,13,0,0,52
59126,Analytics,region_28,Masters & above,m,other,1,33,4.0,6,1,0,94
28970,Technology,region_26,Bachelors,m,sourcing,1,39,4.0,3,0,0,81
39870,Technology,region_27,Masters & above,m,sourcing,1,41,3.0,6,1,0,79
63782,Procurement,region_27,Bachelors,f,other,3,35,5.0,11,1,0,73
7474,Finance,region_22,Masters & above,m,sourcing,1,32,3.0,4,0,0,60
68896,Operations,region_2,Bachelors,m,other,2,39,5.0,8,0,0,58
16010,Technology,region_27,Below Secondary,m,sourcing,1,24,,1,1,0,80
53201,HR,region_22,Bachelors,f,sourcing,1,30,3.0,6,1,0,50
58070,Analytics,region_22,Bachelors,f,other,2,27,,1,1,0,84
38204,Technology,region_26,Masters & above,m,sourcing,1,39,5.0,9,1,0,78
55337,Sales & Marketing,region_22,Bachelors,f,other,1,27,4.0,3,0,0,47
11475,Operations,region_22,Below Secondary,m,sourcing,1,23,,1,1,0,56
2159,Procurement,region_2,Bachelors,m,sourcing,2,33,3.0,2,1,0,71
7935,Technology,region_2,Bachelors,f,other,1,52,5.0,18,0,0,80
20726,Sales & Marketing,region_7,Bachelors,f,other,1,29,,1,1,0,48
3845,Procurement,region_17,Bachelors,f,other,1,31,5.0,3,1,0,73
69262,Operations,region_14,Bachelors,m,other,1,40,3.0,5,0,0,63
49024,Sales & Marketing,region_22,Bachelors,m,other,2,22,,1,0,0,50
45397,Sales & Marketing,region_13,Bachelors,m,sourcing,1,50,2.0,3,0,0,48
6567,Operations,region_16,Bachelors,f,sourcing,1,29,4.0,5,0,0,60
60091,Sales & Marketing,region_13,Masters & above,m,other,1,34,4.0,9,0,0,51
48010,Technology,region_25,Bachelors,f,sourcing,1,26,3.0,2,0,0,78
21258,Operations,region_7,Bachelors,m,other,1,50,3.0,7,0,0,58
11273,Procurement,region_15,Bachelors,m,sourcing,3,37,1.0,4,0,0,70
47851,Operations,region_2,Bachelors,f,other,2,36,5.0,9,1,0,58
20456,Sales & Marketing,region_24,Bachelors,m,other,1,28,1.0,1,0,0,47
59697,Procurement,region_13,Bachelors,m,sourcing,1,50,3.0,16,0,0,69
7937,Sales & Marketing,region_22,Bachelors,f,other,1,28,3.0,2,1,0,50
72295,Finance,region_2,Bachelors,f,other,1,46,4.0,19,0,0,58
4033,Technology,region_13,Masters & above,m,other,1,54,3.0,13,0,0,81
36778,HR,region_13,Bachelors,m,sourcing,1,32,3.0,5,0,0,45
65551,Sales & Marketing,region_10,Masters & above,m,other,1,34,1.0,8,0,0,52
32741,Operations,region_22,Bachelors,f,other,1,27,2.0,3,0,0,59
48834,Procurement,region_2,Bachelors,m,sourcing,1,41,5.0,10,1,0,74
77969,Sales & Marketing,region_30,Bachelors,m,other,1,34,5.0,4,0,0,45
14340,Procurement,region_2,,f,sourcing,1,41,2.0,5,0,0,66
76994,Sales & Marketing,region_2,,m,other,2,27,4.0,2,1,0,48
21063,Technology,region_11,Masters & above,f,other,1,35,3.0,8,0,0,81
34263,Operations,region_31,Masters & above,f,other,1,33,3.0,8,0,0,65
69083,Analytics,region_29,Bachelors,f,sourcing,2,30,4.0,4,0,0,86
5437,Operations,region_15,Masters & above,m,sourcing,1,44,3.0,4,0,0,58
61755,Procurement,region_22,Bachelors,m,other,1,32,3.0,5,0,0,69
3194,Operations,region_3,Masters & above,f,other,1,36,5.0,2,1,0,62
76819,Sales & Marketing,region_2,Masters & above,f,other,1,33,3.0,9,0,0,47
43278,Operations,region_7,Bachelors,f,other,1,38,4.0,10,0,0,63
4080,HR,region_2,Bachelors,f,other,1,52,2.0,16,0,0,51
10822,Sales & Marketing,region_7,Masters & above,m,other,2,46,3.0,6,0,0,52
15367,R&D,region_2,Bachelors,m,sourcing,1,33,4.0,4,0,0,83
47565,Operations,region_34,Bachelors,m,sourcing,1,26,5.0,3,1,0,60
3307,Technology,region_24,Bachelors,m,other,1,34,3.0,5,0,0,84
282,Operations,region_13,Bachelors,m,sourcing,1,26,3.0,2,1,0,61
41988,Sales & Marketing,region_20,Bachelors,m,other,1,39,3.0,14,0,0,46
58177,Analytics,region_4,Bachelors,m,other,2,27,5.0,2,1,0,87
54660,Sales & Marketing,region_2,Bachelors,f,sourcing,1,30,2.0,3,0,0,47
46057,Sales & Marketing,region_13,Bachelors,m,sourcing,1,54,1.0,23,0,0,46
30160,Sales & Marketing,region_34,Bachelors,m,other,1,32,4.0,5,0,0,49
74231,Operations,region_2,,f,sourcing,1,29,3.0,2,0,0,59
38982,Sales & Marketing,region_7,Masters & above,m,referred,1,36,5.0,5,1,0,48
28696,R&D,region_7,Masters & above,m,other,4,36,3.0,3,1,0,85
52878,Legal,region_2,Bachelors,m,other,1,27,,1,1,0,61
14682,Operations,region_4,Bachelors,f,other,1,26,5.0,4,1,0,63
40082,Procurement,region_15,Bachelors,m,sourcing,1,30,4.0,8,1,0,72
57001,Operations,region_26,Bachelors,f,sourcing,1,31,5.0,7,1,0,56
72499,Technology,region_23,Bachelors,f,other,1,31,3.0,5,0,0,74
38768,Finance,region_2,Bachelors,f,other,1,25,3.0,2,1,0,59
75033,Operations,region_22,Masters & above,f,other,1,43,5.0,6,0,0,75
77376,Operations,region_2,Bachelors,f,sourcing,1,32,1.0,5,0,0,62
7190,Analytics,region_5,Bachelors,m,sourcing,2,31,5.0,2,1,0,86
45425,Procurement,region_4,Bachelors,f,other,1,34,3.0,2,1,0,71
27563,HR,region_2,Bachelors,m,sourcing,1,39,1.0,5,0,0,52
9548,Analytics,region_22,Bachelors,m,sourcing,2,38,4.0,13,0,0,87
8532,Operations,region_22,Masters & above,m,other,1,39,3.0,7,0,0,55
22440,Technology,region_2,Bachelors,f,other,1,34,3.0,10,0,0,80
18004,Operations,region_2,Masters & above,m,other,1,48,4.0,8,0,0,59
13873,Technology,region_2,Below Secondary,m,sourcing,3,23,3.0,2,0,0,78
52813,Sales & Marketing,region_2,Bachelors,m,sourcing,1,46,1.0,6,0,0,43
34620,Sales & Marketing,region_7,Bachelors,m,other,1,33,2.0,6,0,0,50
53364,Sales & Marketing,region_8,Bachelors,m,other,1,34,4.0,3,1,0,46
40040,R&D,region_31,Bachelors,m,sourcing,1,32,3.0,6,0,0,83
36537,Operations,region_19,Bachelors,f,other,1,41,2.0,4,0,0,62
66600,Technology,region_13,Bachelors,f,other,1,34,3.0,2,0,0,72
8500,Sales & Marketing,region_31,Bachelors,m,sourcing,1,49,3.0,20,0,0,51
42735,Technology,region_20,Masters & above,f,sourcing,1,35,3.0,4,1,0,77
51284,Sales & Marketing,region_22,Bachelors,m,sourcing,2,25,2.0,3,0,0,54
46214,R&D,region_22,,m,sourcing,1,31,4.0,2,1,0,79
16838,Technology,region_7,Bachelors,m,sourcing,1,54,5.0,17,1,0,74
33927,Procurement,region_27,Bachelors,f,sourcing,1,28,,1,0,0,67
23660,Sales & Marketing,region_22,Bachelors,m,other,3,29,,1,1,0,51
10573,Legal,region_27,Bachelors,m,other,1,35,3.0,5,0,0,58
7932,Analytics,region_31,Bachelors,m,sourcing,1,43,3.0,6,1,0,86
73731,Operations,region_22,Masters & above,f,sourcing,1,55,3.0,11,0,0,62
19128,Procurement,region_17,Masters & above,m,sourcing,1,32,3.0,4,0,0,82
48143,Legal,region_22,Bachelors,m,sourcing,1,32,3.0,7,0,0,58
76432,Operations,region_2,Masters & above,m,other,1,56,4.0,9,0,0,58
38561,Sales & Marketing,region_30,Bachelors,m,sourcing,1,29,1.0,5,0,0,52
22477,Sales & Marketing,region_22,Masters & above,f,sourcing,1,33,1.0,10,0,0,49
32263,Operations,region_26,Bachelors,f,sourcing,1,36,4.0,8,0,0,62
41205,Finance,region_5,Bachelors,m,other,1,34,3.0,8,0,0,58
33359,Operations,region_2,Bachelors,f,sourcing,1,35,5.0,3,0,0,70
60014,Procurement,region_2,Masters & above,m,other,2,47,3.0,4,0,0,71
76528,Operations,region_2,Masters & above,m,sourcing,1,34,5.0,9,0,0,58
58082,Sales & Marketing,region_26,Bachelors,m,sourcing,1,59,5.0,7,0,0,47
29947,Technology,region_7,Masters & above,f,sourcing,1,31,3.0,7,0,0,81
17685,Technology,region_5,Masters & above,f,other,1,38,3.0,3,0,0,80
55953,Procurement,region_19,Bachelors,m,sourcing,1,32,5.0,10,0,0,85
8320,Sales & Marketing,region_2,Masters & above,m,other,4,47,1.0,16,0,0,50
54051,Analytics,region_22,Bachelors,m,other,2,27,5.0,2,1,0,78
32375,Procurement,region_2,Masters & above,f,other,1,57,4.0,7,1,0,67
55244,Operations,region_22,Masters & above,f,other,2,36,4.0,3,0,0,56
12263,Technology,region_2,Masters & above,f,other,2,34,2.0,9,0,0,75
53340,Finance,region_30,Bachelors,f,sourcing,1,27,,1,0,0,61
18906,Sales & Marketing,region_4,Bachelors,m,sourcing,1,32,,1,0,0,48
69429,Sales & Marketing,region_22,Masters & above,m,other,2,51,2.0,6,0,0,47
15183,Sales & Marketing,region_32,Bachelors,m,sourcing,1,32,4.0,7,0,0,47
72117,Operations,region_16,Bachelors,f,sourcing,1,33,3.0,5,0,0,57
67929,Finance,region_7,Bachelors,m,sourcing,1,25,3.0,2,0,0,62
48966,Procurement,region_7,Bachelors,m,sourcing,1,29,5.0,4,1,0,69
30549,Technology,region_34,Bachelors,m,other,2,29,2.0,8,0,0,84
55735,Technology,region_31,Masters & above,m,other,1,39,5.0,4,0,1,81
62147,R&D,region_8,Bachelors,m,sourcing,1,28,4.0,3,1,0,82
14415,Operations,region_16,Bachelors,f,sourcing,1,33,5.0,9,0,0,61
32458,Technology,region_33,Bachelors,m,sourcing,1,35,5.0,2,1,0,78
17973,Operations,region_6,Bachelors,m,sourcing,1,34,3.0,10,0,0,67
32687,HR,region_7,Below Secondary,f,other,1,26,,1,1,0,52
47425,Sales & Marketing,region_22,Bachelors,m,other,1,26,5.0,4,0,0,46
7581,Operations,region_30,Bachelors,f,sourcing,1,32,4.0,5,0,0,57
77645,HR,region_12,Bachelors,m,sourcing,1,31,,1,0,0,49
3681,Technology,region_2,Masters & above,m,other,1,35,4.0,8,0,0,70
64077,Sales & Marketing,region_1,Bachelors,m,other,2,31,1.0,8,0,0,47
66750,Sales & Marketing,region_4,Bachelors,m,other,1,43,2.0,8,1,0,53
57405,Sales & Marketing,region_11,Bachelors,m,sourcing,1,35,5.0,9,1,0,48
58805,Procurement,region_2,Masters & above,f,other,1,49,3.0,6,0,0,68
65217,Sales & Marketing,region_14,Masters & above,m,other,1,38,5.0,4,1,0,48
64041,Technology,region_27,Bachelors,f,other,2,26,3.0,3,0,0,85
13300,Procurement,region_13,Bachelors,f,other,1,35,3.0,7,0,0,69
35014,Sales & Marketing,region_13,Masters & above,m,other,1,40,4.0,10,0,0,48
31110,Sales & Marketing,region_19,Bachelors,f,sourcing,1,30,3.0,5,0,0,50
55210,Operations,region_6,Bachelors,m,other,1,28,3.0,4,0,0,61
54082,Sales & Marketing,region_28,Bachelors,m,other,1,28,4.0,5,0,0,50
19245,Sales & Marketing,region_13,Bachelors,m,other,2,48,1.0,7,0,0,46
31221,Operations,region_13,Bachelors,f,sourcing,1,41,3.0,6,1,0,59
73898,Sales & Marketing,region_2,Masters & above,f,other,1,58,5.0,15,0,0,45
34919,Technology,region_5,Bachelors,m,other,1,39,3.0,10,0,0,79
43451,Analytics,region_2,,m,sourcing,2,23,,1,0,0,76
21759,Sales & Marketing,region_13,,m,sourcing,1,39,3.0,8,0,0,53
61088,Legal,region_22,Bachelors,m,sourcing,2,29,3.0,6,0,0,55
12493,Sales & Marketing,region_3,Bachelors,m,sourcing,2,31,3.0,5,0,0,48
56504,Technology,region_2,Below Secondary,m,sourcing,1,25,,1,1,0,81
74776,Finance,region_2,Bachelors,m,other,2,26,4.0,2,0,0,61
39814,Technology,region_15,Bachelors,m,other,1,34,2.0,9,0,0,73
11520,Finance,region_27,Bachelors,m,other,1,24,4.0,4,0,0,55
70140,Sales & Marketing,region_26,Masters & above,m,sourcing,1,39,1.0,5,1,0,52
52104,Sales & Marketing,region_4,Bachelors,m,other,1,29,3.0,2,1,0,50
9181,Finance,region_31,Bachelors,f,other,2,31,5.0,6,1,0,64
2199,Technology,region_2,Bachelors,f,sourcing,2,38,3.0,10,0,0,81
59100,Operations,region_19,Bachelors,m,other,1,34,4.0,7,0,0,55
70058,Sales & Marketing,region_13,Masters & above,m,other,1,33,3.0,3,1,0,50
65491,Sales & Marketing,region_22,Bachelors,m,referred,1,33,1.0,8,0,0,52
14683,Operations,region_15,Bachelors,m,sourcing,1,40,3.0,9,1,0,63
50996,Sales & Marketing,region_11,Bachelors,m,sourcing,1,28,5.0,3,0,0,50
75089,HR,region_31,Masters & above,m,other,1,33,2.0,5,0,0,50
30939,Sales & Marketing,region_30,Bachelors,m,sourcing,2,38,3.0,10,0,0,51
33626,Operations,region_17,Masters & above,m,sourcing,1,39,2.0,3,0,0,54
40464,Operations,region_2,Bachelors,f,other,1,32,3.0,8,0,0,64
59272,Analytics,region_15,Bachelors,m,other,2,29,,1,1,0,86
63874,Analytics,region_22,Bachelors,m,sourcing,1,29,2.0,3,0,0,83
23465,Legal,region_2,Bachelors,m,sourcing,1,37,2.0,8,0,0,64
44200,Operations,region_4,Bachelors,m,other,1,52,5.0,4,1,0,60
24769,Analytics,region_34,Bachelors,m,other,1,30,3.0,8,1,0,86
28513,Operations,region_14,Bachelors,f,other,1,27,,1,1,0,60
52177,Operations,region_11,Bachelors,f,sourcing,1,33,4.0,10,0,0,59
74264,Finance,region_22,Masters & above,m,other,1,35,4.0,5,1,0,64
75139,Finance,region_26,Bachelors,m,other,1,33,4.0,6,0,0,62
31026,Technology,region_2,Bachelors,f,other,1,35,3.0,5,1,0,79
52461,Sales & Marketing,region_12,,m,other,1,24,3.0,3,0,0,48
42523,Operations,region_5,Bachelors,m,other,2,34,5.0,7,1,0,53
74394,Operations,region_11,Bachelors,f,other,1,30,3.0,5,0,0,54
33326,Technology,region_31,Masters & above,m,other,1,35,2.0,10,0,0,81
31432,Sales & Marketing,region_7,Masters & above,m,sourcing,1,43,3.0,2,1,1,48
49590,Sales & Marketing,region_5,Masters & above,m,other,2,39,3.0,2,0,0,48
64295,Sales & Marketing,region_7,Bachelors,m,other,1,55,3.0,12,0,0,51
74878,Sales & Marketing,region_22,Bachelors,f,sourcing,2,28,3.0,1,0,0,50
30976,Sales & Marketing,region_25,Masters & above,m,other,2,32,1.0,7,0,0,50
16109,Technology,region_2,Bachelors,m,other,1,26,2.0,2,0,0,75
40826,Technology,region_16,Masters & above,f,sourcing,1,55,3.0,6,1,0,77
9231,Operations,region_29,Masters & above,m,sourcing,1,47,5.0,4,1,0,55
20540,Operations,region_19,Masters & above,m,other,1,38,5.0,4,1,0,61
25289,Procurement,region_27,Bachelors,m,other,2,33,1.0,5,0,0,73
18487,Analytics,region_7,Bachelors,m,sourcing,1,28,5.0,4,1,0,88
65570,Sales & Marketing,region_13,Masters & above,m,other,1,44,3.0,4,1,0,48
19533,Technology,region_33,Masters & above,m,sourcing,1,59,1.0,4,0,0,82
33433,Sales & Marketing,region_28,Masters & above,m,sourcing,1,39,3.0,9,1,0,48
53629,Sales & Marketing,region_13,Bachelors,m,other,1,45,5.0,5,0,0,54
23629,Operations,region_3,Bachelors,m,other,2,29,5.0,2,0,0,99
37689,Sales & Marketing,region_5,Bachelors,m,other,1,32,,1,1,0,51
65947,Operations,region_4,Bachelors,m,sourcing,1,27,,1,1,0,58
53273,Operations,region_15,Masters & above,m,sourcing,1,34,2.0,4,0,0,68
9101,Sales & Marketing,region_19,Bachelors,m,sourcing,2,36,1.0,8,0,0,50
